pl_name,hostname,discoverymethod,disc_facility,pl_rade,pl_radeerr1,pl_radeerr2,pl_orbper,pl_insol,st_mass,st_teff,st_rad,st_met,sy_dist
Kepler-575 b,Kepler-575,Transit,Kepler,2.39,0.52,-0.21,9.37891944,141.987,0.97,5710.0,0.95,0.0,853.977
Kepler-1848 b,Kepler-1848,Transit,Kepler,1.4088539,,,5.604020119,94.3,0.756,4847.0,0.737,0.0,309.696
Kepler-80 b,Kepler-80,Transit,Kepler,2.67,0.1,-0.1,7.05246,54.382,0.73,4540.0,0.678,0.04,369.451
Kepler-748 b,Kepler-748,Transit,Kepler,2.52,0.65,-0.29,7.40742793,439.778,1.07,5934.0,1.1,0.08,1705.99
K2-266 b,K2-266,Transit,K2,3.3,1.8,-1.3,0.658524,879.5,0.686,4285.0,0.703,-0.12,77.5586
Kepler-1268 b,Kepler-1268,Transit,Kepler,2.03,0.67,-0.23,40.9903986,40.652,1.06,5904.0,1.09,0.05,1840.77
Kepler-1525 b,Kepler-1525,Transit,Kepler,0.91,0.06,-0.04,2.416601183,715.106,1.07,5748.0,1.04,0.27,382.989
HAT-P-21 b,HAT-P-21,Transit,HATNet,12.44199,1.79344,-1.79344,4.12448,459.542,1.24,5588.0,1.21,0.01,277.278
Kepler-1915 b,Kepler-1915,Transit,Kepler,3.21798413,,,13.83539963,101.05,1.03,6020.0,1.057,-0.06,1514.66
Kepler-1198 b,Kepler-1198,Transit,Kepler,1.47,0.18,-0.1,7.6847716,108.069,0.93,5517.0,0.9,0.03,743.03
Kepler-1576 b,Kepler-1576,Transit,Kepler,1.04,0.29,-0.13,6.98471973,156.608,1.05,5876.0,1.06,0.05,460.91
Kepler-255 b,Kepler-255,Transit,Kepler,1.55,0.62,-0.62,5.714606,174.395,0.867,5573.0,0.933,0.3386,1052.53
Kepler-1348 b,Kepler-1348,Transit,Kepler,1.94,0.43,-0.23,27.5722742,49.665,1.04,5911.0,1.04,-0.01,1213.82
TOI-251 b,TOI-251,Transit,Transiting Exoplanet Survey Satellite (TESS),2.74,0.18,-0.18,4.93777,277.7462,1.036,5875.0,0.881,-0.106,99.523
Kepler-310 b,Kepler-310,Transit,Kepler,1.19,0.56,-0.56,13.930698,45.97,0.854,5797.0,0.876,-0.12,602.268
KELT-19 A b,KELT-19 A,Transit,KELT,21.40919,1.23299,-1.23299,4.6117093,2340.0,1.62,7500.0,1.83,-0.12,300.276
Kepler-337 b,Kepler-337,Transit,Kepler,1.54,0.43,-0.43,3.292781,1589.012,1.081,5684.0,1.761,0.07,677.975
Kepler-709 b,Kepler-709,Transit,Kepler,2.92,0.18,-0.19,16.08524954,28.216,0.8,5071.0,0.77,-0.08,664.843
K2-21 b,K2-21,Transit,K2,1.84,0.1,-0.1,9.325038,10.0,0.676023,4222.06,0.646783,-0.11,83.6448
Kepler-1638 b,Kepler-1638,Transit,Kepler,1.87,0.33,-0.22,259.33683,2.76,0.97,5710.0,0.95,-0.01,1525.52
Kepler-114 d,Kepler-114,Transit,Kepler,2.53,0.28,-0.28,11.776,31.016,0.56,4660.0,0.54,0.2291,259.533
Kepler-1546 b,Kepler-1546,Transit,Kepler,3.13,0.58,-0.34,19.5974971,36.302,0.95,5623.0,0.93,0.01,931.956
KOI-1843.03,Kepler-974,Transit,Kepler,0.61,0.12,-0.08,0.1768913,1769.292,0.46,3584.0,0.45,0.0,134.311
EPIC 220674823 b,EPIC 220674823,Transit,K2,1.606,0.034,-0.033,0.57130782,4467.0,0.913,5578.0,0.99,-0.005,244.59
Kepler-348 c,Kepler-348,Transit,Kepler,1.33,0.25,-0.25,17.265427,133.259,1.189,6177.0,1.359,-0.03,570.783
Kepler-925 b,Kepler-925,Transit,Kepler,2.34,0.66,-0.21,33.8678531,5.833,0.77,4673.0,0.72,0.12,611.115
Kepler-1380 b,Kepler-1380,Transit,Kepler,1.43,0.26,-0.11,10.3108245,90.1,0.96,5570.0,0.94,0.1,2462.94
Kepler-311 b,Kepler-311,Transit,Kepler,1.7,0.33,-0.33,9.176092,201.362,0.994,5905.0,1.188,-0.03,778.654
TOI-6008 b,TOI-6008,Transit,Transiting Exoplanet Survey Satellite (TESS),1.03,0.05,-0.05,0.8574347,41.5,0.23,3075.0,0.242,0.3,23.1008
Kepler-916 b,Kepler-916,Transit,Kepler,1.76,0.14,-0.13,32.2968798,14.683,0.85,5248.0,0.81,-0.05,830.712
WASP-68 b,WASP-68,Transit,SuperWASP,14.79588,1.56926,-1.56926,5.0843,843.4794,1.49,5910.0,1.79,0.22,226.399
Kepler-740 b,Kepler-740,Transit,Kepler,4.57,0.53,-0.27,3.584101216,432.866,0.91,5438.0,0.87,0.03,1442.02
Kepler-1008 b,Kepler-1008,Transit,Kepler,1.28,0.07,-0.05,12.43931193,35.408,0.81,5066.0,0.78,-0.01,282.565
Kepler-757 b,Kepler-757,Transit,Kepler,1.36,0.46,-0.22,1.022678821,3345.453,1.08,6014.0,1.13,0.02,1068.68
WASP-129 b,WASP-129,Transit,SuperWASP-South,10.42437,0.33627,-0.33627,5.748145,345.7201,1.0,5900.0,0.9,0.15,301.462
Kepler-954 b,Kepler-954,Transit,Kepler,2.32,0.05,-0.11,16.78176602,21.531,0.82,4990.0,0.76,0.02,215.814
Kepler-633 b,Kepler-633,Transit,Kepler,1.63,0.31,-0.21,8.50340718,454.5,1.02,5899.0,1.15,-0.05,680.54
Kepler-508 b,Kepler-508,Transit,Kepler,1.64,0.26,-0.19,25.30889748,60.372,1.16,6025.0,1.25,0.18,324.618
Kepler-1264 b,Kepler-1264,Transit,Kepler,1.18,0.22,-0.12,0.968526023,2367.804,0.99,5791.0,0.98,-0.02,801.993
Kepler-1515 b,Kepler-1515,Transit,Kepler,9.55,0.77,-0.64,214.3114164,6.017,1.3,6511.0,1.41,0.07,539.321
HAT-P-5 b,HAT-P-5,Transit,HATNet,13.56289,1.1209,-1.1209,2.78849,850.6754,1.04,5960.0,1.12,0.24,303.336
Kepler-1188 b,Kepler-1188,Transit,Kepler,2.08,0.49,-0.22,17.1369543,165.573,1.04,5913.0,1.06,0.0,1717.48
Kepler-1598 b,Kepler-1598,Transit,Kepler,0.95,0.28,-0.1,4.34195123,308.46,1.07,5940.0,1.09,0.04,619.862
Kepler-1299 b,Kepler-1299,Transit,Kepler,2.98,0.66,-0.42,19.9400874,45.146,0.94,5609.0,0.91,-0.01,1404.94
Kepler-363 b,Kepler-363,Transit,Kepler,1.16,0.19,-0.19,3.614568,1000.243,1.226,5593.0,1.485,0.3965,762.596
K2-396 b,K2-396,Transit,K2,1.579,0.114,-0.103,0.673862,,0.954,5236.0,0.92,0.237,274.864
K2-347 b,K2-347,Transit,K2,2.41,0.11,-0.1,7.187257,,0.66,4599.0,0.63,-0.26,320.336
Kepler-1592 b,Kepler-1592,Transit,Kepler,1.54,0.7,-0.28,3.05710069,1918.34,1.18,6213.0,1.28,0.04,1639.47
Kepler-530 b,Kepler-530,Transit,Kepler,3.01,0.17,-0.1,39.30941904,14.238,0.97,5697.0,0.89,-0.08,457.709
Kepler-1514 c,Kepler-1514,Transit,Kepler,1.1758241,0.0571659,-0.0437151,10.514181,193.0,1.196,6145.0,1.289,0.119,397.292
Kepler-145 c,Kepler-145,Transit,Kepler,4.32,0.12,-0.12,42.882,67.193,1.32,6022.0,1.85,-0.0014,566.85
Kepler-936 b,Kepler-936,Transit,Kepler,1.45,0.2,-0.1,10.56134221,133.56,0.92,5482.0,0.89,0.05,823.399
Kepler-445 b,Kepler-445,Transit,Kepler,1.58,0.23,-0.23,2.984151,17.657,0.18,3157.0,0.21,0.27,127.201
K2-192 b,K2-192,Transit,K2,1.52,0.13,-0.13,4.162817,181.7191,0.9,5222.0,0.81,0.15,221.753
Kepler-368 c,Kepler-368,Transit,Kepler,3.88,1.08,-1.08,72.379334,28.681,1.165,5502.0,2.019,0.03,770.978
TOI-2337 b,TOI-2337,Transit,Transiting Exoplanet Survey Satellite (TESS),10.08808263,1.12089807,-1.12089807,2.99432,619.5809,1.325,4780.0,3.22,0.39,536.046
Kepler-1834 c,Kepler-1834,Transit,Kepler,1.22,0.05,-0.08,0.766691517,1334.22,0.765,4821.0,0.788,0.16,500.395
Kepler-616 d,Kepler-616,Transit,Kepler,2.653,,,51.06740189,14.69,1.061,6004.0,0.977,-0.02,945.775
TOI-3896 b,TOI-3896,Transit,Transiting Exoplanet Survey Satellite (TESS),3.14949237,0.25672878,-0.2360017,4.37730369667,144.988,0.86,5110.91,0.747752,,181.653
Kepler-1595 b,Kepler-1595,Transit,Kepler,1.23,0.09,-0.1,4.56380468,185.568,0.84,5203.0,0.8,-0.02,845.022
Kepler-871 b,Kepler-871,Transit,Kepler,3.74,1.08,-0.55,22.0459018,79.722,1.11,5993.0,1.14,0.09,1976.05
TOI-1036 b,TOI-1036,Transit,Transiting Exoplanet Survey Satellite (TESS),6.28499593,0.40458464,-0.39895686,3.77952125496,466.528,1.03,5664.68,1.17554,,184.015
Kepler-1478 b,Kepler-1478,Transit,Kepler,1.73,0.47,-0.19,26.0840594,85.282,1.04,5904.0,1.06,0.03,1845.58
Kepler-1966 b,Kepler-1966,Transit,Kepler,1.10479327,,,8.617429733,68.28,0.797,5009.0,0.84,0.16,484.601
Kepler-1308 b,Kepler-1308,Transit,Kepler,0.52,0.06,-0.05,2.104338119,58.108,0.35,3468.0,0.34,-0.13,112.705
Kepler-1172 b,Kepler-1172,Transit,Kepler,3.2,0.4,-0.28,26.0204423,26.356,0.92,5558.0,0.89,-0.04,1306.53
Kepler-1912 b,Kepler-1912,Transit,Kepler,1.35670508,,,6.059219837,201.8,0.977,5734.0,0.962,0.04,297.017
TOI-1750 b,TOI-1750,Transit,Transiting Exoplanet Survey Satellite (TESS),2.78943837,0.34420606,-0.24425703,11.33727129656,33.352,0.767,4683.75,0.768675,,162.46
Kepler-1964 b,Kepler-1964,Transit,Kepler,1.7810587,,,2.440829992,223.8,0.752,4803.0,0.698,-0.08,
Kepler-143 b,Kepler-143,Transit,Kepler,2.41,0.6,-0.6,16.007583,118.334,0.982,5848.0,1.359,-0.01,809.467
Kepler-735 b,Kepler-735,Transit,Kepler,2.95,0.16,-0.12,11.51516988,32.679,0.85,5107.0,0.8,0.07,695.059
Kepler-1067 c,Kepler-1067,Transit,Kepler,1.74682428,,,5.425839901,190.8,0.981,5594.0,0.934,0.16,667.693
WASP-29 b,WASP-29,Transit,SuperWASP,8.63093,0.78463,-0.78463,3.92273,121.7724,0.77,4800.0,0.79,0.11,87.5953
Kepler-1532 b,Kepler-1532,Transit,Kepler,1.35,0.18,-0.12,1.093663559,1705.762,0.91,5559.0,0.88,-0.1,798.246
Kepler-215 d,Kepler-215,Transit,Kepler,2.39,0.55,-0.55,30.864423,21.404,0.788,5739.0,1.027,-0.4425,485.997
CoRoT-21 b,CoRoT-21,Transit,CoRoT,14.5717,1.56926,-1.56926,2.72474,2915.5997,1.29,6200.0,1.95,0.0,1398.83419686
Kepler-1586 b,Kepler-1586,Transit,Kepler,1.52,0.65,-0.34,15.6049212,105.771,1.45,6681.0,1.75,0.06,552.55
Kepler-639 b,Kepler-639,Transit,Kepler,2.38,0.55,-0.34,10.21420496,295.826,1.14,5896.0,1.29,0.23,850.242
Kepler-1442 b,Kepler-1442,Transit,Kepler,3.93,0.41,-0.29,81.4162941,25.972,1.34,6394.0,1.44,0.26,608.68
WASP-100 b,WASP-100,Transit,SuperWASP,14.90797,1.56926,-1.56926,2.84938,5502.8822,0.77,6900.0,1.57,-0.03,364.411
Kepler-1972 b,Kepler-1972,Transit,Kepler,0.802,0.042,-0.041,7.54425,341.3,1.12,5818.0,1.384,0.23,287.339
Kepler-637 b,Kepler-637,Transit,Kepler,4.75,0.51,-0.56,23.20584623,63.805,1.64,6096.0,2.56,0.38,786.091
K2-231 b,K2-231,Transit,K2,2.5,0.2,-0.2,13.841901,,1.01,5695.0,0.95,0.14,321.215
Kepler-253 b,Kepler-253,Transit,Kepler,1.63,0.67,-0.67,3.783986,194.346,0.86,5208.0,0.786,0.15,838.595
Kepler-210 c,Kepler-210,Transit,Kepler,3.62,0.19,-0.19,7.972513,25.44,0.77,4559.0,0.65,0.2772,232.75
Kepler-722 b,Kepler-722,Transit,Kepler,2.63,0.71,-0.29,4.093573252,414.601,1.03,5863.0,1.05,0.02,1239.5
HAT-P-64 b,HAT-P-64,Transit,HATNet,19.08889413,0.78462865,-0.78462865,4.007232,1611.0,1.298,6457.0,1.735,-0.113,651.897
Kepler-1555 b,Kepler-1555,Transit,Kepler,1.61,0.46,-0.17,8.10501635,483.262,1.04,5866.0,1.06,0.03,2013.27
TIC 257060897 b,TIC 257060897,Transit,Transiting Exoplanet Survey Satellite (TESS),17.26183028,0.48198617,-0.50440413,3.66003639,1804.5549,1.187,5993.0,1.863,0.054,505.703
TOI-6393 b,TOI-6393,Transit,Transiting Exoplanet Survey Satellite (TESS),2.75958542,0.35078393,-0.28229752,9.53176110329,39.0679,0.835,5008.2,0.766023,,186.229
K2-162 b,K2-162,Transit,K2,1.44,0.11,-0.07,9.45889,34.8621,0.75,4842.0,0.69,-0.17,124.433
TOI-1775 b,TOI-1775,Transit,Transiting Exoplanet Survey Satellite (TESS),8.04728896,0.14337937,-0.12772169,10.2405549,55.4426,0.9218,5284.0,0.8288,0.162,149.234
Kepler-818 b,Kepler-818,Transit,Kepler,5.11,0.79,-0.43,10.035385814,100.779,0.94,5638.0,0.92,-0.08,925.037
Kepler-401 c,Kepler-401,Transit,Kepler,2.15,0.4,-0.4,47.318218,51.996,1.173,6117.0,1.333,0.0,965.56
Kepler-265 c,Kepler-265,Transit,Kepler,2.63,0.55,-0.55,17.028937,65.359,0.97,5835.0,1.103,-0.11,1280.25
Kepler-1168 b,Kepler-1168,Transit,Kepler,2.5,0.18,-0.13,55.8226539,4.107,0.87,5157.0,0.82,0.13,752.666
Kepler-1960 b,Kepler-1960,Transit,Kepler,1.30749704,,,2.297940016,1352.14,1.117,6371.0,1.072,-0.18,1527.56
Kepler-1564 b,Kepler-1564,Transit,Kepler,1.47,0.19,-0.13,18.0540381,41.514,0.93,5528.0,0.9,0.03,908.805
Kepler-1666 b,Kepler-1666,Transit,Kepler,2.88273782,,,25.8476,48.23,1.23,6293.0,1.14586,-0.2,1379.37
Kepler-532 b,Kepler-532,Transit,Kepler,2.57,0.21,-0.14,12.92491623,34.089,0.87,5192.0,0.79,0.0,312.798
Kepler-713 b,Kepler-713,Transit,Kepler,2.48,0.5,-0.29,7.411141,228.283,0.98,5785.0,0.99,-0.03,1089.87
Kepler-668 b,Kepler-668,Transit,Kepler,2.7,0.23,-0.18,8.35390639,77.619,0.87,5352.0,0.82,-0.06,784.618
TOI-7008 b,TOI-7008,Transit,Transiting Exoplanet Survey Satellite (TESS),4.94735276,0.36048908,-0.34445624,0.84069041367,1679.35,0.88,5116.06,0.95255,,410.467
K2-148 b,K2-148,Transit,K2,1.33,0.19,-0.18,4.38395,48.8,0.65,4079.0,0.632,-0.11,124.458
Kepler-189 c,Kepler-189,Transit,Kepler,2.38,1.19,-1.19,20.134866,18.811,0.803,5235.0,0.75,-0.04,591.534
Kepler-223 c,Kepler-223,Transit,Kepler,3.44,0.2,-0.3,9.84564,302.474,1.125,5803.0,1.72,0.1,1859.71
Kepler-271 d,Kepler-271,Transit,Kepler,0.66,0.05,-0.05,5.24972541,189.343,0.9,5555.0,0.87,-0.13,404.542
Kepler-342 c,Kepler-342,Transit,Kepler,1.96,0.35,-0.35,26.234138,77.29,1.213,6175.0,1.472,-0.0006,781.611
K2-71 b,K2-71,Transit,K2,2.15,0.33,-0.33,6.98541,13.4,0.477,4006.0,0.426,,153.192
Kepler-394 c,Kepler-394,Transit,Kepler,1.66,0.86,-0.86,12.130686,94.528,0.87,6402.0,1.132,-0.3,1058.72
EPIC 212587672 c,EPIC 212587672,Transit,K2,2.32,0.19,-0.12,23.228555,,0.99,6004.0,0.98,-0.18,320.07
Kepler-1600 c,Kepler-1600,Transit,Kepler,1.94206512,,,7.298049927,84.7,0.818,5119.0,0.834,0.1,1030.81
Kepler-1344 b,Kepler-1344,Transit,Kepler,1.84,0.5,-0.2,4.7683049,425.169,1.09,5981.0,1.13,0.06,853.959
TOI-5882 b,TOI-5882,Transit,Transiting Exoplanet Survey Satellite (TESS),11.46678726,0.50440413,-0.42594127,7.148972,4792.5,1.334,5920.0,2.26,0.18,416.104
Kepler-917 b,Kepler-917,Transit,Kepler,1.91,0.24,-0.17,2.970414375,228.11,0.8,5418.0,0.76,-0.38,3460.51
Kepler-1454 b,Kepler-1454,Transit,Kepler,1.88,0.19,-0.17,47.0319479,9.08,0.9,5448.0,0.86,-0.02,780.566
Kepler-1798 b,Kepler-1798,Transit,Kepler,2.30911251,,,16.85589981,6.52,0.593,3967.0,0.587,0.06,395.196
Kepler-500 b,Kepler-500,Transit,Kepler,2.58,0.25,-0.17,8.508324398,193.68,1.02,5813.0,1.03,0.03,807.48
NGTS-16 b,NGTS-16,Transit,Next-Generation Transit Survey (NGTS),14.57167491,1.45716749,-1.34507768,4.84532,480.0,1.002,5550.0,1.213,0.35,898.168
Kepler-869 b,Kepler-869,Transit,Kepler,3.61,0.83,-0.62,40.4287755,17.234,0.97,5664.0,0.95,0.02,939.455
Kepler-331 c,Kepler-331,Transit,Kepler,1.84,0.19,-0.19,17.28111,13.888,0.653,4347.0,0.492,0.1179,580.119
Kepler-970 b,Kepler-970,Transit,Kepler,2.609,0.265,-0.203,16.736525,11.111,0.67,4290.0,0.71,0.04,331.545
HAT-P-70 b,HAT-P-70,Transit,HATNet,20.96083,1.68135,-1.1209,2.74432452,5405.6,1.89,8450.0,1.858,-0.059,330.739
Kepler-1306 b,Kepler-1306,Transit,Kepler,1.91,0.45,-0.18,16.29595382,52.146,0.98,5727.0,0.97,0.0,1107.5
Kepler-1250 b,Kepler-1250,Transit,Kepler,1.92,0.45,-0.17,2.607543834,1866.193,0.99,5717.0,0.98,0.04,2126.85
K2-257 b,K2-257,Transit,K2,0.83,0.06,-0.05,1.60588,89.1463,0.52,3725.0,0.5,-0.03,64.0065
K2-185 b,K2-185,Transit,K2,1.15,0.07,-0.07,10.616384,,0.96,5788.0,0.94,-0.1,268.357
Kepler-1617 b,Kepler-1617,Transit,Kepler,1.2,0.37,-0.16,27.4785572,64.689,1.15,6167.0,1.22,0.01,898.31
Kepler-168 b,Kepler-168,Transit,Kepler,1.46,0.66,-0.66,4.425391,725.064,1.113,6282.0,1.107,0.09,1343.6
K2-339 b,K2-339,Transit,K2,1.92,0.19,-0.12,19.507428,,0.74,4857.0,0.72,-0.11,360.36
HATS-2 b,HATS-2,Transit,HATSouth,12.57647635,0.26901554,-0.26901554,1.35413379,950.0563,0.904,5227.0,0.876,0.15,341.925
Kepler-256 b,Kepler-256,Transit,Kepler,1.59,0.39,-0.39,1.620493,1225.934,1.037,5551.0,1.301,0.26,1026.43
Kepler-85 c,Kepler-85,Transit,Kepler,1.978,0.056,-0.057,12.51,61.929,0.928,5505.2,0.875,0.12,765.025
TOI-1298 b,TOI-1298,Transit,Transiting Exoplanet Survey Satellite (TESS),9.65807033,0.19896656,-0.17319735,4.537143,732.0077,1.2187,5752.0,1.4536,0.397,319.036
HD 63433 d,HD 63433,Transit,Transiting Exoplanet Survey Satellite (TESS),1.073,0.046,-0.044,4.209075,296.4321,0.99,5688.0,0.912,0.03,22.4035
Kepler-662 b,Kepler-662,Transit,Kepler,2.18,0.11,-0.12,21.67697486,23.824,0.79,4897.0,0.74,-0.03,815.637
Kepler-231 c,Kepler-231,Transit,Kepler,1.93,0.19,-0.19,19.271566,6.267,0.58,3767.0,0.49,-0.1,316.618
Kepler-214 b,Kepler-214,Transit,Kepler,2.61,0.49,-0.49,15.660544,196.402,1.11,6169.0,1.352,-0.02,1208.44
Kepler-11 g,Kepler-11,Transit,Kepler,3.33,0.06,-0.08,118.3807,5.65,0.961,5663.0,1.065,0.05,646.346
Kepler-702 b,Kepler-702,Transit,Kepler,9.17,0.84,-0.58,10.526294063,88.906,0.9,5419.0,0.86,0.0,992.071
K2-337 b,K2-337,Transit,K2,2.62,0.19,-0.14,16.273563,,0.94,5869.0,1.32,-0.27,421.636
Kepler-138 c,Kepler-138,Transit,Kepler,1.51,0.04,-0.04,13.7815,6.8,0.535,3841.0,0.535,-0.18,66.8624
TOI-4578 b,TOI-4578,Transit,Transiting Exoplanet Survey Satellite (TESS),2.26974262,0.28541935,-0.22502724,8.62392630369,119.0248,1.077,5951.32,0.878735,,182.249
TOI-1472 c,TOI-1472,Radial Velocity,Multiple Observatories,3.334,0.08,-0.08,15.5381747,32.7735,0.87,5100.0,0.84,0.27,121.84
TIC 88785435 b,TIC 88785435,Transit,Transiting Exoplanet Survey Satellite (TESS),5.03,0.21,-0.2,10.508843,28.3253,0.724,3998.0,0.911,-0.08,122.386
Kepler-1898 b,Kepler-1898,Transit,Kepler,0.93353523,,,4.765620232,204.6,0.837,5702.0,1.125,-0.28,360.921
Kepler-319 b,Kepler-319,Transit,Kepler,1.63,0.23,-0.23,4.362705,253.665,0.933,5526.0,0.903,0.06,503.436
HAT-P-60 b,HAT-P-60,Transit,HATNet,18.28184752,0.26901554,-0.26901554,4.7947813,1634.0,1.435,6212.0,2.197,0.037,233.22
Kepler-256 e,Kepler-256,Transit,Kepler,2.35,0.58,-0.58,10.681572,98.9,1.037,5551.0,1.301,0.26,1026.43
Kepler-1885 b,Kepler-1885,Transit,Kepler,1.51110555,,,2.522559881,499.07,0.977,5591.0,0.86,0.07,818.482
TOI-4311 c,TOI-4311,Transit,Transiting Exoplanet Survey Satellite (TESS),2.47,0.12,-0.11,15.070425,33.8,0.816,5063.0,0.8441,-0.065,134.988
Kepler-756 b,Kepler-756,Transit,Kepler,1.12,0.09,-0.1,1.224866322,2174.33,0.82,5282.0,0.79,-0.19,852.0
Kepler-606 b,Kepler-606,Transit,Kepler,3.31,1.27,-0.51,24.31575992,71.843,1.13,6161.0,1.22,0.01,1215.11
K2-388 b,K2-388,Transit,K2,3.9,0.2,-0.1,6.33932,138.0,0.93,5310.0,0.91,0.24,290.495
Kepler-1023 b,Kepler-1023,Transit,Kepler,2.63,0.3,-0.18,62.1387714,6.978,0.93,5494.0,0.89,0.05,694.175
Kepler-1037 b,Kepler-1037,Transit,Kepler,1.28,0.09,-0.07,1.063788673,1015.434,0.82,5105.0,0.78,-0.03,446.914
Kepler-621 b,Kepler-621,Transit,Kepler,2.3,0.07,-0.19,2.628113746,69.56,0.72,4521.0,0.68,-0.02,389.0
Kepler-243 b,Kepler-243,Transit,Kepler,2.45,1.16,-1.16,5.715442,115.505,0.904,5228.0,0.842,0.26,693.86
Kepler-1379 b,Kepler-1379,Transit,Kepler,1.3,0.12,-0.09,0.881841146,1600.049,0.83,5188.0,0.79,-0.04,971.325
Kepler-304 b,Kepler-304,Transit,Kepler,2.86,0.21,-0.21,3.295709,139.146,0.737,4731.0,0.687,0.03,434.684
Kepler-643 b,Kepler-643,Transit,Kepler,10.16,0.35,-0.27,16.33889626,211.711,1.0,4908.0,2.52,0.13,1063.58
Kepler-331 d,Kepler-331,Transit,Kepler,1.64,0.17,-0.17,32.134328,6.065,0.653,4347.0,0.492,0.1179,580.119
Kepler-1310 b,Kepler-1310,Transit,Kepler,1.44,0.16,-0.12,0.679336272,2830.91,0.91,5549.0,0.88,-0.07,569.185
Kepler-1245 c,Kepler-1245,Transit,Kepler,1.44,0.13,-0.08,2.936584681,328.984,0.86,5306.0,0.83,-0.01,805.936
Kepler-1482 b,Kepler-1482,Transit,Kepler,1.01,0.1,-0.11,12.25383217,86.499,0.88,5381.0,0.84,-0.04,567.556
Kepler-371 b,Kepler-371,Transit,Kepler,1.89,0.52,-0.52,34.763278,41.737,0.876,5666.0,0.992,-0.1975,813.192
TOI-238 b,TOI-238,Transit,Transiting Exoplanet Survey Satellite (TESS),1.559,0.047,-0.047,1.273099,753.1,0.781,5059.0,0.756,-0.114,80.5407
Kepler-698 b,Kepler-698,Transit,Kepler,3.68,0.45,-0.45,16.32976218,172.557,0.94,5612.0,0.91,-0.03,1995.57
K2-183 b,K2-183,Transit,K2,1.1,0.1,-0.08,0.469285,,0.942219,5482.0,0.87,0.09,329.041
Kepler-417 c,Kepler-417,Transit Timing Variations,Kepler,2.69,0.19,-0.14,15.943,30.968,0.9,5177.0,0.806,-0.204,973.989
K2-384 e,K2-384,Transit,K2,1.345,0.139,-0.082,9.715043,,0.33,3623.0,0.348,0.068,82.6603
Kepler-1610 b,Kepler-1610,Transit,Kepler,1.61,0.19,-0.13,8.70181574,56.212,0.91,5383.0,0.87,0.1,864.331
Kepler-37 c,Kepler-37,Transit,Kepler,0.755,0.033,-0.055,21.301848,23.9,0.79,5357.0,0.789,-0.36,63.9207
Kepler-416 b,Kepler-416,Transit Timing Variations,Kepler,2.48,0.99,-0.33,6.319,224.089,1.0,5718.0,1.075,0.1259,690.819
K2-72 e,K2-72,Transit,K2,1.29,0.14,-0.13,24.158868,1.2,0.271365,3360.47,0.330989,,66.4321
Kepler-1625 b,Kepler-1625,Transit,Kepler,6.06,0.87,-0.53,287.378949,3.3,0.96,5677.0,0.94,0.01,2310.11
HATS-14 b,HATS-14,Transit,HATSouth,11.646151,0.358688,-0.246598,2.7667641,505.884,0.967,5346.0,0.933,0.33,513.011
Kepler-315 b,Kepler-315,Transit,Kepler,3.77,0.78,-0.78,96.101141,6.674,0.831,5796.0,1.037,-0.27,1160.63
Kepler-792 b,Kepler-792,Transit,Kepler,1.96,0.49,-0.23,11.30119217,176.032,1.09,5971.0,1.12,0.08,1425.47
OGLE-TR-211 b,OGLE-TR-211,Transit,OGLE,15.244,2.018,-1.009,3.67724,710.2804,1.33,6325.0,1.64,0.11,1515.26
Kepler-475 b,Kepler-475,Transit,Kepler,2.49,0.05,-0.18,3.105508189,215.462,0.86,5009.0,0.79,0.21,280.069
Kepler-482 b,Kepler-482,Transit,Kepler,2.36,0.37,-0.14,56.35418576,4.436,0.75,4871.0,0.72,-0.13,313.068
Kepler-1449 b,Kepler-1449,Transit,Kepler,1.68,0.37,-0.18,13.2274528,271.885,1.08,5979.0,1.1,0.04,2006.48
EPIC 212297394 b,EPIC 212297394,Transit,K2,1.48,0.13,-0.11,2.289363,,0.83,5171.0,0.8,-0.03,418.395
Kepler-1646 b,Kepler-1646,Transit,Kepler,1.23,0.28,-0.24,4.48558383,4.2,0.24,3299.0,0.26,0.04,127.591
TIC 65612701 b,TIC 65612701,Transit,Transiting Exoplanet Survey Satellite (TESS),5.07802804,0.33441948,-0.32636933,10.22467974953,,1.06,5692.29,1.73709,,151.624
TOI-4747 b,TOI-4747,Transit,Transiting Exoplanet Survey Satellite (TESS),3.95803201,0.35272904,-0.32280843,5.21924158592,190.795,1.01,5595.08,0.988751,,304.615
K2-201 b,K2-201,Transit,K2,1.40006712,0.13501309,-0.0774973,1.05979,,0.956055,5507.0,0.878161,0.13,197.932
Kepler-1130 c,Kepler-1130,Transit,Kepler,0.79239584,,,3.266639948,316.9,0.944,5450.0,0.842,0.1,249.343
K2-24 b,K2-24,Transit,K2,5.4,0.2,-0.2,20.88977,52.0,1.07,5625.0,1.16,0.34,170.562
Kepler-106 b,Kepler-106,Transit,Kepler,0.82,0.11,-0.11,6.16486,277.216,1.0,5858.0,1.04,-0.12,444.322
TOI-469.01,TOI-469,Transit,Transiting Exoplanet Survey Satellite (TESS),3.41,0.046,-0.046,13.6308205,74.7,0.901,5289.0,0.98,0.24,68.192
Kepler-1705 c,Kepler-1705,Transit,Kepler,2.05,0.14,-0.15,11.28,,1.139,6312.0,1.259,-0.2,1633.49
Kepler-1580 b,Kepler-1580,Transit,Kepler,2.11,0.3,-0.31,56.6449279,83.088,1.47,6228.0,2.15,0.12,1002.02
